AuthorID,Author,Date,Content,Attachments,Reactions
845252450285912000.00,discordtest2#1420,01/10/2020 21:17,There aren’t as many as the jungle mythical and cerebii tbh,,
845252450285912000.00,discordtest2#1420,01/10/2020 21:18,And that’s a shame about the VC legends,,
845252450285912000.00,discordtest2#1420,01/10/2020 21:18,I need them to be at certain stats to be shiny,,
845252450285912000.00,discordtest2#1420,01/10/2020 21:18,I think that’s how it works,,
838457928805646000.00,discordtest1#5544,01/10/2020 21:18,no you don't,,
838457928805646000.00,discordtest1#5544,01/10/2020 21:18,that is the case in the vc itself,,
838457928805646000.00,discordtest1#5544,01/10/2020 21:18,but when they're exported to poketransporter,,
838457928805646000.00,discordtest1#5544,01/10/2020 21:18,it changes them,,
845252450285912000.00,discordtest2#1420,01/10/2020 21:19,http://aminoapps.com/p/x8qks,,
845252450285912000.00,discordtest2#1420,01/10/2020 21:19,OHHHH,,
845252450285912000.00,discordtest2#1420,01/10/2020 21:19,So their stats literally change?,,
838457928805646000.00,discordtest1#5544,01/10/2020 21:20,yeah 🙂,,
845252450285912000.00,discordtest2#1420,01/10/2020 21:20,Ohh haha wow I went through so much trouble to make their stats match their appropriate stats in RBY GSC 🤣,,
845252450285912000.00,discordtest2#1420,01/10/2020 21:20,Rip,,
845252450285912000.00,discordtest2#1420,01/10/2020 21:20,Okay great just make them legit and I’m happy (:,,
838457928805646000.00,discordtest1#5544,01/10/2020 21:21,no worries,,
845252450285912000.00,discordtest2#1420,01/10/2020 21:23,Do you need the charizard and mewtwo ?,,
845252450285912000.00,discordtest2#1420,01/10/2020 21:23,You can clone them for your own stash,,
838457928805646000.00,discordtest1#5544,01/10/2020 21:28,I would like this ;D,,
838457928805646000.00,discordtest1#5544,01/10/2020 21:28,as long as they're the legit ones,,
838457928805646000.00,discordtest1#5544,01/10/2020 21:28,😄,,
838457928805646000.00,discordtest1#5544,01/10/2020 21:29,Sorry that I'm taking a while on this for you,,
838457928805646000.00,discordtest1#5544,01/10/2020 21:29,I've got a number of projects I need to get done at the same time atm,,
845252450285912000.00,discordtest2#1420,01/10/2020 21:31,Hey I can’t use them until oct 22 so you’re good dude,,
845252450285912000.00,discordtest2#1420,01/10/2020 21:32,And yeah they’re going to be legit. If you don’t mind cloning me a pair? Send my originals back and send me a clone of the originals?,,
838457928805646000.00,discordtest1#5544,01/10/2020 21:32,ofc can do,,
845252450285912000.00,discordtest2#1420,01/10/2020 21:32,I want to level up a set of them but leave the originals untouched lol,,
838457928805646000.00,discordtest1#5544,01/10/2020 21:32,I'll just backup my save and send them back,,
845252450285912000.00,discordtest2#1420,01/10/2020 21:32,My man,,
845252450285912000.00,discordtest2#1420,01/10/2020 21:33,Make sure you get your own too!!,,
838457928805646000.00,discordtest1#5544,01/10/2020 21:33,They'll go into my database 😄,,
845252450285912000.00,discordtest2#1420,01/10/2020 21:33,Just as long as you’re happy with what you get out of it,,
845252450285912000.00,discordtest2#1420,01/10/2020 21:33,I’m happy,,
838457928805646000.00,discordtest1#5544,01/10/2020 21:33,"Btw, I'm curious, where does the Agent testuser2 thing come from?",,
845252450285912000.00,discordtest2#1420,01/10/2020 21:33,I play smash,,
838457928805646000.00,discordtest1#5544,01/10/2020 21:34,You good?,,
845252450285912000.00,discordtest2#1420,01/10/2020 21:35,I’m trying to be lol,,
845252450285912000.00,discordtest2#1420,01/10/2020 21:35,I’m better than my friends and have a good probability of beating random people I face online in my opinion lol,,
845252450285912000.00,discordtest2#1420,01/10/2020 21:36,I just need more tournament exposure,,
845252450285912000.00,discordtest2#1420,01/10/2020 21:36,Do you play?,,
838457928805646000.00,discordtest1#5544,01/10/2020 21:40,I was going to a small tournament scene before Covid happened,,
838457928805646000.00,discordtest1#5544,01/10/2020 21:40,Like once a week,,
845252450285912000.00,discordtest2#1420,01/10/2020 21:40,You might be better than me then haha,,
838457928805646000.00,discordtest1#5544,01/10/2020 21:40,I'm not good haha,,
845252450285912000.00,discordtest2#1420,01/10/2020 21:40,I’m like in the tier under that,,
838457928805646000.00,discordtest1#5544,01/10/2020 21:41,I played Samus,,
845252450285912000.00,discordtest2#1420,01/10/2020 21:41,Don’t say that! Everyone’s good. Just depends on how good you WANT to be 😉,,
845252450285912000.00,discordtest2#1420,01/10/2020 21:41,Samus and testuser2 is a fun matchup,,
845252450285912000.00,discordtest2#1420,01/10/2020 21:41,I find that to be a big mind game type matchup,,
838457928805646000.00,discordtest1#5544,01/10/2020 21:42,"Haha, yeah loads of those",,
838457928805646000.00,discordtest1#5544,01/10/2020 21:42,I think about 50 percent of the people were joker mains when I was playing,,
845252450285912000.00,discordtest2#1420,01/10/2020 21:42,Smh lol,,
838457928805646000.00,discordtest1#5544,01/10/2020 21:43,Hero was fun matchup for sure,,
845252450285912000.00,discordtest2#1420,01/10/2020 21:43,Hero’s really fun to play/ play against in my opinion,,
845252450285912000.00,discordtest2#1420,01/10/2020 21:43,I was playing a tournament goer hero who was pretty good and the stuff they can get is almost unreal,,
838457928805646000.00,discordtest1#5544,01/10/2020 21:45,When I first turned up at tournament play the kind of stuff they do off stage was insane,,
838457928805646000.00,discordtest1#5544,01/10/2020 21:45,The recovery going under the stage to the other side,,
838457928805646000.00,discordtest1#5544,01/10/2020 21:45,Blew my mind,,
845252450285912000.00,discordtest2#1420,01/10/2020 21:46,Yeah smash bros is sick. Definitely the best fighting game in my opinion,,
845252450285912000.00,discordtest2#1420,01/10/2020 21:46,Did you hear about Minecraft Steve being added in today? Lol,,
838457928805646000.00,discordtest1#5544,01/10/2020 21:48,It's the meme people wanted 😂,,
845252450285912000.00,discordtest2#1420,01/10/2020 21:50,He surprisingly fits in the cast lol,,
845252450285912000.00,discordtest2#1420,02/10/2020 18:10,Hey there,,
845252450285912000.00,discordtest2#1420,02/10/2020 18:10,I got the event mon if you want to clone em and send em back,,
838457928805646000.00,discordtest1#5544,02/10/2020 18:18,Oh nice!,,
838457928805646000.00,discordtest1#5544,02/10/2020 18:19,can't right now but maybe be able to later this evening,,
845252450285912000.00,discordtest2#1420,02/10/2020 18:22,Cool,,
845252450285912000.00,discordtest2#1420,05/10/2020 21:45,Hey buddy no rush but wondering if you were still interested in my request,,
838457928805646000.00,discordtest1#5544,05/10/2020 21:59,Hi!,,
838457928805646000.00,discordtest1#5544,05/10/2020 21:59,Yes,,
838457928805646000.00,discordtest1#5544,05/10/2020 21:59,I am,,
838457928805646000.00,discordtest1#5544,05/10/2020 22:00,"Sorry, I've been working on my Dissertation quite a bit the last couple of days",,
838457928805646000.00,discordtest1#5544,05/10/2020 22:05,just one mewtwo shiny right?,,
838457928805646000.00,discordtest1#5544,05/10/2020 22:09,Raikou can't have Aura Sphere,,
838457928805646000.00,discordtest1#5544,05/10/2020 22:09,it's exclusive to a Gen 4 Event,,
838457928805646000.00,discordtest1#5544,05/10/2020 22:10,I'll give it Extrasensory in the meantime,,
838457928805646000.00,discordtest1#5544,05/10/2020 22:15,Entei can't have Extreme Speed or Flare Blitz,,
838457928805646000.00,discordtest1#5544,05/10/2020 22:17,I'll give him Flame Charge and Will-O-Wisp,,
838457928805646000.00,discordtest1#5544,05/10/2020 22:20,"Suicune has a standard moveset of Gust,Leer,Water Gun,Roar",,
838457928805646000.00,discordtest1#5544,05/10/2020 22:20,You've put Bubblebeam and Rain Dance,,
838457928805646000.00,discordtest1#5544,05/10/2020 22:20,It does learn Bubblebeam at level 41 but yours is level 40,,
838457928805646000.00,discordtest1#5544,05/10/2020 22:21,I'll go with the standard moveset for now,,
838457928805646000.00,discordtest1#5544,05/10/2020 22:36,I can have these to you later today but it will be in about 3 hours. Does that sound okay?,,
838457928805646000.00,discordtest1#5544,05/10/2020 22:36,"I've done the file, I just need to verify the bits with you",,
845252450285912000.00,discordtest2#1420,05/10/2020 23:04,Okay yeah everything sounds good but both mewtwo shiny please,,
845252450285912000.00,discordtest2#1420,05/10/2020 23:04,Thanks for being on top of things,,
845252450285912000.00,discordtest2#1420,05/10/2020 23:32,I wanted them al to be shiny,,
838457928805646000.00,discordtest1#5544,06/10/2020 00:55,When you around?,,
838457928805646000.00,discordtest1#5544,06/10/2020 01:38,okie dokie I'll be around for another 20 mins then it will be tomorrow 🙂,,
845252450285912000.00,discordtest2#1420,06/10/2020 01:41,Hey I’m around!,,
845252450285912000.00,discordtest2#1420,06/10/2020 01:41,I can receive through my phone,,
838457928805646000.00,discordtest1#5544,06/10/2020 01:41,works for me,,
838457928805646000.00,discordtest1#5544,06/10/2020 01:42,send me the moving key,,
845252450285912000.00,discordtest2#1420,06/10/2020 01:43,Apps not treating me nicely right now,,
845252450285912000.00,discordtest2#1420,06/10/2020 01:43,I’ll send it ASAP,,👍 (1)
845252450285912000.00,discordtest2#1420,06/10/2020 01:44,,https://cdn.discordapp.com/attachments/751307762767757332/762837697143767071/image0.png,
838457928805646000.00,discordtest1#5544,06/10/2020 01:45,Sent,,
838457928805646000.00,discordtest1#5544,06/10/2020 01:45,Let me know how they look,,
845252450285912000.00,discordtest2#1420,06/10/2020 01:46,Thanks!,,
845252450285912000.00,discordtest2#1420,06/10/2020 01:46,Will check them soon,,
845252450285912000.00,discordtest2#1420,06/10/2020 01:46,What’s my damage,,
845252450285912000.00,discordtest2#1420,06/10/2020 01:49,They look great but just for the second zapdos with the competitive set you didn’t do it’s moves you gave it it’s base moves,,
838457928805646000.00,discordtest1#5544,06/10/2020 01:49,Whatever you think is appropriate and the Charizard and Mewtwo events for cloning 😁,,
838457928805646000.00,discordtest1#5544,06/10/2020 01:50,i'll change that now,,
845252450285912000.00,discordtest2#1420,06/10/2020 01:51,Okay perfect,,
845252450285912000.00,discordtest2#1420,06/10/2020 01:51,What’s the good rate for a gen mon? Like 3 bucks?,,
838457928805646000.00,discordtest1#5544,06/10/2020 01:52,Whatever you're happy with my good man,,
838457928805646000.00,discordtest1#5544,06/10/2020 01:53,zapdos altetestuser,,
838457928805646000.00,discordtest1#5544,06/10/2020 01:53,let me know when you're ready to send the key,,
845252450285912000.00,discordtest2#1420,06/10/2020 01:55,,https://cdn.discordapp.com/attachments/751307762767757332/762840390302171146/image0.png,
838457928805646000.00,discordtest1#5544,06/10/2020 01:56,Sent,,
845252450285912000.00,discordtest2#1420,06/10/2020 01:57,Perfect okay I’ll send you something factoring in the fact that I’m gonna let you borrow the event mon I’ll send it now let me know if you approve!,,
845252450285912000.00,discordtest2#1420,06/10/2020 01:57,You’re orannis right?,,
838457928805646000.00,discordtest1#5544,06/10/2020 01:58,that's the one,,
845252450285912000.00,discordtest2#1420,06/10/2020 01:58,Do you prefer USD?,,
838457928805646000.00,discordtest1#5544,06/10/2020 01:59,I don't mind at all,,
838457928805646000.00,discordtest1#5544,06/10/2020 01:59,🙂,,
845252450285912000.00,discordtest2#1420,06/10/2020 02:02,Haha okay I sent it in your regions currency in case you want to spend it there,,
845252450285912000.00,discordtest2#1420,06/10/2020 02:02,Thanks!,,
838457928805646000.00,discordtest1#5544,06/10/2020 02:03,Thank you very much! that's very generous of you,,
845252450285912000.00,discordtest2#1420,06/10/2020 02:04,No worries my friend!,,
845252450285912000.00,discordtest2#1420,06/10/2020 02:04,What’s your dissertation on?,,
838457928805646000.00,discordtest1#5544,06/10/2020 02:04,Mobile Forensics of Android Images,,
838457928805646000.00,discordtest1#5544,06/10/2020 02:05,and by images I mean like a cloned copy of a real phone,,
838457928805646000.00,discordtest1#5544,06/10/2020 02:06,I'm investigating analysis methods and building my own program to retrieve artifacts from the system for files that are left behind,,
845252450285912000.00,discordtest2#1420,06/10/2020 02:07,So for example a blueprint of a phone that can be recreated?,,
845252450285912000.00,discordtest2#1420,06/10/2020 02:07,Or the actually recreations themselves,,
838457928805646000.00,discordtest1#5544,06/10/2020 02:07,That's part of it,,
845252450285912000.00,discordtest2#1420,06/10/2020 02:08,Sounds like fun. I really miss school but I’m in so much debt and America wants to charge us an arm and a leg,,
838457928805646000.00,discordtest1#5544,06/10/2020 02:08,When forensic people investigate phones for real they create what's called an 'image' which is basically a clone of the system so they can poke around on it,,
838457928805646000.00,discordtest1#5544,06/10/2020 02:09,America not sounding like such a fun place right now with all the headlines,,
845252450285912000.00,discordtest2#1420,06/10/2020 02:09,It’s the best but I really think our constituent have a sheep like thinking problem,,
845252450285912000.00,discordtest2#1420,06/10/2020 02:10,So by forensics people you mean a department of confidential ops right?,,
845252450285912000.00,discordtest2#1420,06/10/2020 02:10,For example finding texts of like a drug deal or something,,
838457928805646000.00,discordtest1#5544,06/10/2020 02:11,"forensics deals with discovery of information relating to a crime, so a lot of stuff will be related to police work",,
838457928805646000.00,discordtest1#5544,06/10/2020 02:11,"yeah, you could use that as an example for sure",,
838457928805646000.00,discordtest1#5544,06/10/2020 02:12,"finding texts, contacts, locations etc",,
838457928805646000.00,discordtest1#5544,06/10/2020 02:13,It's not all private sector or law enforcement though,,
838457928805646000.00,discordtest1#5544,06/10/2020 02:13,there's smaller companies that deal with other things for detective work,,
845252450285912000.00,discordtest2#1420,06/10/2020 02:13,Yeah I get it,,
845252450285912000.00,discordtest2#1420,06/10/2020 02:13,Sounds like fun!,,
838457928805646000.00,discordtest1#5544,06/10/2020 02:14,It is for me haha,,
845252450285912000.00,discordtest2#1420,06/10/2020 02:15,Cool I’m sure you’ll do great,,
838457928805646000.00,discordtest1#5544,06/10/2020 02:17,Did you study to degree level yourself?,,
845252450285912000.00,discordtest2#1420,06/10/2020 02:45,What’s that?,,
845252450285912000.00,discordtest2#1420,06/10/2020 02:46,I’m a few semesters away from a bachelors degree,,
845252450285912000.00,discordtest2#1420,06/10/2020 02:47,But they’re being really lame I guess I’m not eligible for financial aid and don’t want to put myself in more debt,,
838457928805646000.00,discordtest1#5544,06/10/2020 02:47,"Nice, what's your area of study?",,
845252450285912000.00,discordtest2#1420,06/10/2020 02:47,Philosophy,,
838457928805646000.00,discordtest1#5544,06/10/2020 02:48,How's that going for you?,,
838457928805646000.00,discordtest1#5544,06/10/2020 02:49,"> But they’re being really lame I guess I’m not eligible for financial aid and don’t want to put myself in more debt. 

That's rough sorry to hear that",,
838457928805646000.00,discordtest1#5544,06/10/2020 02:50,Especially since its all online now for most things,,
838457928805646000.00,discordtest1#5544,06/10/2020 02:50,Lots of people questioning what they're really paying for,,
845252450285912000.00,discordtest2#1420,06/10/2020 03:18,I love the subject but it’s scary thinking about what kind of job I can get with that degree especially risking potential years of debt after the degree,,
845252450285912000.00,discordtest2#1420,06/10/2020 03:18,and it’s okay! It’s my own fault I was never serious about school,,
845252450285912000.00,discordtest2#1420,07/10/2020 05:16,Hey friend,,
845252450285912000.00,discordtest2#1420,08/10/2020 06:34,Let me know when you’re around to do the cloning,,
838457928805646000.00,discordtest1#5544,08/10/2020 09:09,Hiya,,
838457928805646000.00,discordtest1#5544,08/10/2020 09:09,I am around,,
838457928805646000.00,discordtest1#5544,08/10/2020 09:09,But maybe this evening is better?,,
845252450285912000.00,discordtest2#1420,08/10/2020 17:21,Let’s shoot for Tomorrow or Saturday,,
838457928805646000.00,discordtest1#5544,08/10/2020 17:34,or now?,,
838457928805646000.00,discordtest1#5544,08/10/2020 17:34,but yeah tomorrow is also good,,
838457928805646000.00,discordtest1#5544,08/10/2020 17:34,🙂,,
838457928805646000.00,discordtest1#5544,08/10/2020 17:34,or sat,,
845252450285912000.00,discordtest2#1420,08/10/2020 18:57,Sorry I had to be at work. Too bad we can’t trade events through Pokémon home,,
838457928805646000.00,discordtest1#5544,08/10/2020 19:11,We can,,
838457928805646000.00,discordtest1#5544,08/10/2020 19:11,But,,
838457928805646000.00,discordtest1#5544,08/10/2020 19:11,Home messes up their data very often,,
838457928805646000.00,discordtest1#5544,08/10/2020 19:11,And does stuff like replace OT with HOME,,
845252450285912000.00,discordtest2#1420,08/10/2020 19:13,Oh fuck that,,
845252450285912000.00,discordtest2#1420,08/10/2020 19:13,But I thought you can’t trade events?,,
838457928805646000.00,discordtest1#5544,08/10/2020 19:15,You can if with your friend I think,,
838457928805646000.00,discordtest1#5544,08/10/2020 19:15,I did trade a zarude with someone before,,
838457928805646000.00,discordtest1#5544,08/10/2020 19:16,Location wasn't important,,
845252450285912000.00,discordtest2#1420,08/10/2020 19:21,Yeah I see but I’m scatestuser to ruin the Pokémon’s OT and stuff,,
845252450285912000.00,discordtest2#1420,09/10/2020 05:40,Hey I’m around now,,
838457928805646000.00,discordtest1#5544,09/10/2020 12:37,bit early for me 😅,,
838457928805646000.00,discordtest1#5544,09/10/2020 12:37,5:40am,,
845252450285912000.00,discordtest2#1420,09/10/2020 20:42,Okay finally home I think within your time range lol,,
838457928805646000.00,discordtest1#5544,09/10/2020 20:44,indeed!,,
838457928805646000.00,discordtest1#5544,09/10/2020 20:44,i think i've got your fc on my switch right?,,
838457928805646000.00,discordtest1#5544,09/10/2020 20:45,setup a trade for 1479 1479,,
845252450285912000.00,discordtest2#1420,09/10/2020 20:49,Sorry I was eating,,
845252450285912000.00,discordtest2#1420,09/10/2020 20:49,I’ll grab my switch in like 4 minutes,,
838457928805646000.00,discordtest1#5544,09/10/2020 20:50,neat,,
845252450285912000.00,discordtest2#1420,09/10/2020 20:55,Okay I’m ready now,,
845252450285912000.00,discordtest2#1420,09/10/2020 20:55,Gotta grab the mon from home,,
845252450285912000.00,discordtest2#1420,09/10/2020 20:58,Searchinf in 30 seconds,,
845252450285912000.00,discordtest2#1420,09/10/2020 20:59,Fuck,,
845252450285912000.00,discordtest2#1420,09/10/2020 21:00,I wanted you to clone a Zarude for me too,,
845252450285912000.00,discordtest2#1420,09/10/2020 21:00,But I forgot lol,,
845252450285912000.00,discordtest2#1420,09/10/2020 21:00,Oh well,,
838457928805646000.00,discordtest1#5544,09/10/2020 21:00,you want a clone of your ones,,
838457928805646000.00,discordtest1#5544,09/10/2020 21:00,or just a zarude,,
845252450285912000.00,discordtest2#1420,09/10/2020 21:01,I want a clone of the two I’m gonna send you and the originals back and I also wanted a clone of a Zarude and the original back but Zarude is still in home,,
845252450285912000.00,discordtest2#1420,09/10/2020 21:01,Your sending the kitten right?,,
845252450285912000.00,discordtest2#1420,09/10/2020 21:01,Just wanna confirm,,
838457928805646000.00,discordtest1#5544,09/10/2020 21:01,ye,,
838457928805646000.00,discordtest1#5544,09/10/2020 21:01,litten,,
845252450285912000.00,discordtest2#1420,09/10/2020 21:01,Ok lol,,
838457928805646000.00,discordtest1#5544,09/10/2020 21:01,I have my boxes basically full of him,,
845252450285912000.00,discordtest2#1420,09/10/2020 21:02,Oh word?,,
845252450285912000.00,discordtest2#1420,09/10/2020 21:02,Mind if I send a trash mon for one then?,,
838457928805646000.00,discordtest1#5544,09/10/2020 21:03,sure,,
845252450285912000.00,discordtest2#1420,09/10/2020 21:03,I have 3 of the Celebi in home and 2 of the zarude in home cuz I EV trained one,,
845252450285912000.00,discordtest2#1420,09/10/2020 21:03,I wanna have 3 of each in home,,
838457928805646000.00,discordtest1#5544,09/10/2020 21:04,to clarify,,
838457928805646000.00,discordtest1#5544,09/10/2020 21:04,I have my boxes full of litten,,
838457928805646000.00,discordtest1#5544,09/10/2020 21:04,did you mean you wanted a zarude,,
845252450285912000.00,discordtest2#1420,09/10/2020 21:04,Oh lol,,
838457928805646000.00,discordtest1#5544,09/10/2020 21:04,because I can do that too,,
838457928805646000.00,discordtest1#5544,09/10/2020 21:04,ah oky,,
845252450285912000.00,discordtest2#1420,09/10/2020 21:04,I though you had a box full of Zarude,,
838457928805646000.00,discordtest1#5544,09/10/2020 21:04,nah just a couple,,
845252450285912000.00,discordtest2#1420,09/10/2020 21:04,I can get a Zarude from home,,
845252450285912000.00,discordtest2#1420,09/10/2020 21:04,Can you clone it and rearrange the clones stats?,,
845252450285912000.00,discordtest2#1420,09/10/2020 21:04,Or would that be a bother,,
838457928805646000.00,discordtest1#5544,09/10/2020 21:05,I could do that another time,,
838457928805646000.00,discordtest1#5544,09/10/2020 21:05,don't have access to do that rn,,
845252450285912000.00,discordtest2#1420,09/10/2020 21:06,Okay but you’re gonna clone the ones I sent you right?,,
845252450285912000.00,discordtest2#1420,09/10/2020 21:06,Right now,,
838457928805646000.00,discordtest1#5544,09/10/2020 21:07,yep,,
838457928805646000.00,discordtest1#5544,09/10/2020 21:07,I'll get them back to you in like 2 mins?,,
845252450285912000.00,discordtest2#1420,09/10/2020 21:07,Cool so you’re sending back 4 Pokémon right?,,
845252450285912000.00,discordtest2#1420,09/10/2020 21:07,You don’t have to rearrange their stats im gonna train them,,
845252450285912000.00,discordtest2#1420,09/10/2020 21:07,I’m assuming that’s what you don’t have access to right now right,,
838457928805646000.00,discordtest1#5544,09/10/2020 21:08,hm,,
838457928805646000.00,discordtest1#5544,09/10/2020 21:08,okay,,
838457928805646000.00,discordtest1#5544,09/10/2020 21:08,so I can easily send these back to you rn,,
838457928805646000.00,discordtest1#5544,09/10/2020 21:08,but,,
838457928805646000.00,discordtest1#5544,09/10/2020 21:08,if you want me to send another setr,,
838457928805646000.00,discordtest1#5544,09/10/2020 21:08,I need to reset the tracker value,,
838457928805646000.00,discordtest1#5544,09/10/2020 21:08,so I can do that,,
838457928805646000.00,discordtest1#5544,09/10/2020 21:08,but give me a little while,,
845252450285912000.00,discordtest2#1420,09/10/2020 21:08,Oh that’s fine,,
845252450285912000.00,discordtest2#1420,09/10/2020 21:08,No worries,,
845252450285912000.00,discordtest2#1420,09/10/2020 21:08,You can just send back the originals,,
845252450285912000.00,discordtest2#1420,09/10/2020 21:09,You just wanted to upload them to your data base right,,
838457928805646000.00,discordtest1#5544,09/10/2020 21:11,,https://cdn.discordapp.com/attachments/751307762767757332/764218538146660383/006_-_-_1BC7BEBB3DEC.pk8,
838457928805646000.00,discordtest1#5544,09/10/2020 21:11,,https://cdn.discordapp.com/attachments/751307762767757332/764218540680413224/150_-_-_DE81E15E0A24.pk8,
838457928805646000.00,discordtest1#5544,09/10/2020 21:11,that's them,,
838457928805646000.00,discordtest1#5544,09/10/2020 21:11,😄,,
838457928805646000.00,discordtest1#5544,09/10/2020 21:11,with their tracker values still on,,
845252450285912000.00,discordtest2#1420,09/10/2020 21:12,Lmfao that’s cool!,,
845252450285912000.00,discordtest2#1420,09/10/2020 21:12,Yeah I’m sorry I thought you were gonna clone them and send me the originals and clones,,
845252450285912000.00,discordtest2#1420,09/10/2020 21:13,I guess I misunderstood,,
838457928805646000.00,discordtest1#5544,09/10/2020 21:14,Okay I have them cloned now,,
838457928805646000.00,discordtest1#5544,09/10/2020 21:14,yeah I would have done that but for the tracker value,,
845252450285912000.00,discordtest2#1420,09/10/2020 21:14,You have to change the tracker value right,,
845252450285912000.00,discordtest2#1420,09/10/2020 21:14,I don’t wanna rush you,,
838457928805646000.00,discordtest1#5544,09/10/2020 21:14,zeroed,,
845252450285912000.00,discordtest2#1420,09/10/2020 21:14,I don’t want two sets of Pokémon with the same tracker value,,
838457928805646000.00,discordtest1#5544,09/10/2020 21:14,so it gives them a new one,,
838457928805646000.00,discordtest1#5544,09/10/2020 21:15,you won't,,
838457928805646000.00,discordtest1#5544,09/10/2020 21:15,they'll get given a new one as they enter home,,
845252450285912000.00,discordtest2#1420,09/10/2020 21:15,Wonderful you’re honestly a god at this lol,,
845252450285912000.00,discordtest2#1420,09/10/2020 21:15,Maybe some other time you can do Zarude for me too 😁,,
838457928805646000.00,discordtest1#5544,09/10/2020 21:15,sure,,
845252450285912000.00,discordtest2#1420,09/10/2020 21:16,But this time we both helped each other out right?,,
838457928805646000.00,discordtest1#5544,09/10/2020 21:16,ofc!,,
845252450285912000.00,discordtest2#1420,09/10/2020 21:16,I gave you access to the events and you cloned them for me,,
845252450285912000.00,discordtest2#1420,09/10/2020 21:16,Okay cool lol,,
845252450285912000.00,discordtest2#1420,09/10/2020 21:16,Ready to trade!,,
838457928805646000.00,discordtest1#5544,09/10/2020 21:16,"okay, setup a trade code and I should be there in a min",,
845252450285912000.00,discordtest2#1420,09/10/2020 21:16,1479 x 2,,
845252450285912000.00,discordtest2#1420,09/10/2020 21:18,Do you know which ones are the clones?,,
838457928805646000.00,discordtest1#5544,09/10/2020 21:18,second set,,
845252450285912000.00,discordtest2#1420,09/10/2020 21:19,Splendid,,
845252450285912000.00,discordtest2#1420,09/10/2020 21:19,And just give me a good time for you to do the Zarude I can do anytime on Monday Friday or Saturday,,
838457928805646000.00,discordtest1#5544,09/10/2020 21:20,Monday might be good,,
838457928805646000.00,discordtest1#5544,09/10/2020 21:20,I don't really have good times rn,,
838457928805646000.00,discordtest1#5544,09/10/2020 21:20,sorry about that,,
845252450285912000.00,discordtest2#1420,09/10/2020 21:20,Nothing to apologize about my good friend,,
845252450285912000.00,discordtest2#1420,09/10/2020 21:20,I’ll give you a try on Monday,,
845252450285912000.00,discordtest2#1420,09/10/2020 21:20,How’s your school stuff going,,
838457928805646000.00,discordtest1#5544,09/10/2020 21:22,"Better than before, got a good supervisor so that's helping me make good use of ideas",,
838457928805646000.00,discordtest1#5544,09/10/2020 21:22,Lots to do rn though haha,,
845252450285912000.00,discordtest2#1420,09/10/2020 21:22,Nice! I can’t wait until you make it,,
845252450285912000.00,discordtest2#1420,09/10/2020 21:23,Happy for you I like when people finish school,,
838457928805646000.00,discordtest1#5544,09/10/2020 21:23,Thank you so much 🙂,,
838457928805646000.00,discordtest1#5544,09/10/2020 21:23,Yeah I'm looking forward to it 😄,,
838457928805646000.00,discordtest1#5544,09/10/2020 21:28,do you happen to have the videos of you getting those events,,
845252450285912000.00,discordtest2#1420,09/10/2020 21:29,Yeah I got a couple of them,,
